timestamp_est,anonymous_id,language,question
2020-03-19T12:27:51.796Z,80717fa4-5254-4605-a17f-4288aad9a618,en,Are we all going to die?
2020-03-19T14:40:42.773Z,4c2c5c1b-2327-45d5-8c63-901cac28ea30,en,Can I go for a run? Does running/exercise compromise my immune system? 
2020-03-19T14:17:16.25Z,6d60c897-dd96-483d-b528-b65fcae4c1b0,en,If I think I have symptoms of COVID19 should I go to the emergency room? 
2020-03-19T13:55:41.747Z,59eafb5a-76c4-4e07-891d-6e79276fa82d,fr,"Bonjour,"
2020-03-19T14:06:17.831Z,f75ca552-9cf8-4f52-8151-25c0cea0a8b0,en,"I had an asthma attack when I was young, but didn't have an episode for over 15 years. Am I still at risk?"
2020-03-19T17:59:25.201Z,ce80a1dc-7cbd-4922-8b00-b491a17da62e,en,mental health
2020-03-19T18:59:07.385Z,9d2640e3-f634-4b95-85a0-4c6060c3ebaf,fr,Est-ce que je devrais travailler de la maison?
2020-03-19T18:08:56.871Z,d4b6deb3-886d-4746-81bf-3a1f6892b085,fr,"Si j'ai des symptômes faible (toux seulement) et que je suis en isolement à la maison. Je ne suis pas sortis du pays, je n'ai pas cotoyés de gens qui reviennent de l'extérieur et je n'ai pas utilisé de transport en commun. Est-ce que je peut quand même sortir dehors en évitant de passer à moins de 2m d'une autre personne ?"
2020-03-19T19:40:32.987Z,328ca7d6-c2c6-4977-897d-88e8066163e7,fr,J’ai une fièvre est ce que je dois rester chez moi ou aller au travail sans aucun souci? 
2020-03-20T10:58:39.806Z,6a7eff0e-2446-4545-b16d-9b642051e9bf,fr,que dois-je faire si je travail et je suis malade
2020-03-20T11:08:16.057Z,2cf1d255-62d3-4f65-869e-d08648c25dbe,fr,"Je suis pharmacienne communautaire et je prends des immunosupresseurs tel que le plaquenil, le mtx ainsi que humira. Je me demande s'il se"
2020-03-20T11:14:07.001Z,10f6c51e-8097-469e-9f77-ed67e039c9b5,fr,Info santé 811 nous a dit qu'il nous appelerais pour un rendez-vous mais ils n ont pas encore que faut il faire pour avoir un rendez vous de dépistage 
2020-03-20T10:32:08.412Z,f02c477f-ca49-43d3-a93b-cfed6cffa34c,fr,"je vous contacte pour mon conjoint qui n’a pas accès à internet, ni téléphone. Il travail dans une centrale nuclélsire dans la grande région de Toronto. Il est très exposé aux risques d’attraper le virus. Il y a environ 3000 travailleurs à chaque jour qui passent au meme endroits. Il est contracteur, et la Centrale a décider de renvoyer les contracteur chez eux par mesure préventive, car il y aurait eu des travailleurs avec des symptomes qui sont repartis à la maison cette semaine. Mon chum a un système immunitaire assez bas, il a même une crise de Zona en ce moment. Il aimerait se faire tester pour la Covid 19 AVANT de revenir à la maison, pour éviter de contaminer notre petite famille. "
2020-03-20T10:45:23.373Z,0e7ed3f5-c36e-4d36-a831-23abbb3f10f9,en,What are the symptoms? Is vomiting one of them ?
2020-03-20T10:06:50.556Z,267d9215-d7a2-49c7-b778-f9a0a0cbbdb2,en,"if i think i have it, should i got get tested"
2020-03-20T11:13:42.652Z,fcf2a352-45da-40b5-9fb3-9684ab71b49c,fr,J aimerai savoir mes fille 3 ans et 4 ans son asmatique et ma plus a un problème de systeme immunitaire et je fais une bronchite mon travail demande que je rentre quand meme malgre la situation quels sont mes recours je mets ma famille en danger et moi meme 
2020-03-20T11:08:16.062Z,2cf1d255-62d3-4f65-869e-d08648c25dbe,fr,Je me demande s'il serait mieux de cesser le travail pour l'isolement à la maison?
2020-03-20T17:02:53.112Z,a061e1ea-7076-45c7-b063-fe37c9207e8f,en,is covid-19 dangerous
2020-03-20T17:03:45.262Z,71a29314-2b32-43d5-b09a-1795a5380e60,fr,LP test question
2020-03-20T16:29:58.774Z,4a67e634-6653-4a89-9b7c-ff3fcb6153ec,fr,Désolé e. C'est fini! Merci
2020-03-20T12:41:18.285Z,afaf41f0-251f-4351-916b-c4090e06f920,fr,L’écoulement nasal est-il un symptôme ?
2020-03-20T15:24:19.841Z,aa2931e9-bac7-4345-9850-c975e8f3b69c,en,something something this is jared testing
2020-03-20T16:31:18.978Z,dc065361-3739-4ccb-b0ad-0bf81ee0da6a,en,What range is the fever at normally if COVID-19 suspected?
2020-03-20T12:41:18.293Z,afaf41f0-251f-4351-916b-c4090e06f920,fr,Pouvez vous me décrire la différence entre toux sèche et toux grasse
2020-03-20T15:43:51.453Z,0f708053-4c32-4972-b280-1406d65be370,fr,"Mon copain travail dans le même garage qu'un autre dont les beaux-parents sont en attentes de résultats e dépistage, s'ils ne travaillent pas côte a côte, est-ce que ça me met a risque de voir mon copain?"
2020-03-20T18:10:01.5Z,92f6836c-4340-4186-b017-9e3156b4635c,fr,"Si on fait du diabète de type 2 et qu'on est traité pour de l'hypertension, on devient combien plus vulnérable qu'un individu sans problème de cette nature?"
2020-03-20T19:53:30.054Z,b80bb5e0-f0ba-42a5-b906-3d897a4d3ad5,en,Puis-je sortir prendre une marche si je fais de la fièvre?
2020-03-20T20:18:35.88Z,7bf79286-b8fe-4aa0-a9f0-cb53d3e77ddd,fr,pourquoi dois-je être en confinement
2020-03-20T22:04:28.575Z,21839e4b-e5cd-4a69-ae87-58cb47db97eb,en,I got the flu two weeks ago and are getting symptoms again
2020-03-21T11:52:34.441Z,02c8b1be-a9a9-4d20-a818-0fb273124620,fr,"Je suis revenue de voyage (en provenance de la France) le 6 mars dernier et j'ai une sensation de brulure dans les bronches depuis quelques jours, dois-je prendre rendez-vous pour me faire tester? Ou simplement rester chez moi et attendre."
2020-03-21T11:25:45.462Z,243ce221-7ad9-4421-9c34-f078bb5f4461,fr,Peut-on avoir la COVID-19 2 fois? 
2020-03-21T11:32:09.913Z,470bcaef-ae5a-45ad-a380-b79ad65d42b8,en,Is it safe to go outside for a walk (social distancing from others)?
2020-03-21T11:40:04.219Z,863d125e-dfb0-4638-aaba-d191ac9bb9e9,fr,"Est ce que la question: arrivez vous de voyage, est "
2020-03-21T09:30:09.313Z,49614d98-6864-472f-9cce-e748b0dbfb90,fr,Avons-nous une idée dans combien de temps les lieux publics/privés (ex: gyms de CrossFit
2020-03-21T10:59:53.419Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,comment obtenir un rdv
2020-03-21T11:25:45.451Z,243ce221-7ad9-4421-9c34-f078bb5f4461,fr,Quels sont les premiers symptômes à apparaître? 
2020-03-21T11:05:05.967Z,3e49cb8e-c3da-4192-ac69-85ac0b50cfe0,fr,Dois-je entrer travailler si je suis immunosuprimé
2020-03-21T11:41:51.954Z,abaf5c73-4246-463f-acdb-8acc5b349dee,en,Should I stay home ?
2020-03-21T12:53:58.443Z,66c7bd79-e62c-428a-adac-f69fb087691c,en,is migraines a symptom?
2020-03-21T12:45:44.062Z,9de3aa0d-6b7c-45b9-bf20-9ff9fe36a6a6,fr,Y a t’il une orientation pour le personnel travaillant en aire ouverte 
2020-03-21T10:23:56.851Z,9e7442fc-dbbd-4e6b-ac35-f0cc7df8c6b4,fr,Quels sont les symptômes du covid-19?
2020-03-21T08:53:40.791Z,54d87c36-4a7d-4b0b-9463-cab2e01db270,fr,mes oiseaux risquent ils d'attrapper le covid-19
2020-03-21T10:59:53.353Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,"l'allocation familiale annoncée, elle sera versée quand"
2020-03-21T11:07:18.655Z,a4e453be-2364-41a1-a9f5-b207aa6c9d26,fr,À quel moment devrions nous nous inquiéter? 
2020-03-21T10:23:56.908Z,9e7442fc-dbbd-4e6b-ac35-f0cc7df8c6b4,fr,Y-a-t-il un remède de disponible? 
2020-03-21T10:59:53.366Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,c'est quoi le covid
2020-03-21T10:36:23.684Z,f689b98c-29f7-4a44-8b62-3b69231c8ca5,fr,Si je N'ai pas de fièvre et que je n'ai pas voyagé
2020-03-21T09:58:36.656Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,en,how can I prevent myself from getting sick?
2020-03-21T10:09:59.19Z,cd91130c-6c89-4886-adb2-9185d7c74611,fr,Est ce que la diarrhée est réellement un signe avant coureur de la covid?
2020-03-21T09:32:33.317Z,26ec6fa2-378f-4485-908b-10617541e58b,fr,Combien de jours le virus peut-il vivre sur des surfaces?
2020-03-21T09:58:36.672Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,en,Can I visit my parents?
2020-03-21T11:32:09.906Z,470bcaef-ae5a-45ad-a380-b79ad65d42b8,en,How often should i take my temperature?
2020-03-21T12:16:29.001Z,cba04012-0cfb-430c-b660-4abeeeb1aa70,en,I have a headache and an itchy throat. Am I at risk? 
2020-03-21T10:59:53.427Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,comment avoir un rendez vous
2020-03-21T11:50:01.632Z,87588af0-5b62-46e0-8990-869114b8312e,fr,Un étudiant comme moi peut il être payer à rendre visite aux personnes âgées et être payer ?  
2020-03-21T11:47:20.314Z,839f9516-082a-463d-bdee-595d5d59b1ea,fr,Dois-je aller à l'hôpital si j'ai de la température ?
2020-03-21T11:38:28.706Z,4928dcc7-affb-4651-8082-051e4f9fe269,fr,"Est ce que le covid 19, qui semble etre comparer a une pneumonie, être traité par antibiotique?"
2020-03-21T11:51:21.207Z,5b925b2f-4861-464c-837c-d8656bedfdcc,en,How long does it last? 
2020-03-21T10:21:07.55Z,6c5954db-597c-4703-b6e9-4bac39f0cd30,fr,Est-ce que le mal de gorge est un symptôme de la covid? 
2020-03-21T10:59:53.377Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,combien de temps va durer la pandémie
2020-03-21T11:42:59.473Z,5fb9b2b2-2fd7-4f6a-811f-b96aaf99b279,en,Is it safe to order food during the COVID-19 pandemic?
2020-03-21T10:59:53.454Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,"j'ai une gastro si je vais en clinique, j'ai peur d'attraper le virus"
2020-03-21T10:59:53.402Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,suis-je a risque 
2020-03-21T11:40:04.241Z,863d125e-dfb0-4638-aaba-d191ac9bb9e9,fr,"Est ce que la question, arrivez vous de voyage est encore d'actualite?  Messeble que la propagation est au dela de ca? "
2020-03-21T11:25:45.442Z,243ce221-7ad9-4421-9c34-f078bb5f4461,fr,À combien de cas sommes-nous? 
2020-03-21T10:21:07.594Z,6c5954db-597c-4703-b6e9-4bac39f0cd30,fr,Que faire si jai une toux et que je fais de la fièvre?
2020-03-21T10:59:53.466Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,"je suis malade, j'ai peur d'aller voir le medecin et attraper le virus"
2020-03-21T10:21:07.528Z,6c5954db-597c-4703-b6e9-4bac39f0cd30,fr,Est-ce qu'il y aura assez de chômage pour tout le monde qui en a besoin?
2020-03-21T11:48:53.564Z,87588af0-5b62-46e0-8990-869114b8312e,fr,Puis-je m’isoler volontairement et être payer ?
2020-03-21T11:07:18.65Z,a4e453be-2364-41a1-a9f5-b207aa6c9d26,fr,Quels sont les symptômes du Covid-19 qui ne s’apparente pas à une grippe? 
2020-03-21T12:34:36.62Z,57443797-c060-462d-9b47-35a3fbfbcbd7,fr,Doit on être confiné ?
2020-03-21T09:45:35.457Z,fdb9ea21-a2c4-4562-b182-b28ff01f256b,en,How do I know if I have the corona virus
2020-03-21T11:06:23.73Z,92b082a8-7e8c-4f2e-81e1-ba052f1aaa86,en,I  take daily walks but keep a 6 ft distance when I talk to someone. Is that OK?
2020-03-21T09:23:35.694Z,dfe10a97-9bf9-422f-8251-9e5149904d94,en,If I have diabetes am I at a higher risk? 
2020-03-21T10:59:53.394Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,quela sont les symptomes
2020-03-21T10:58:17.077Z,373f5a80-0bf4-4b59-b3c1-8d98b37d9888,fr,Avec quoi peut-on désinfecter les surfaces?
2020-03-21T09:45:35.493Z,fdb9ea21-a2c4-4562-b182-b28ff01f256b,en,How can I get tested if I'm asymptomatic?
2020-03-21T02:07:43.764Z,db5a20f9-6ce4-4c89-9833-f4fa5bb70b98,en,Does eating Oranges daily help to fight this virus
2020-03-21T11:41:51.96Z,abaf5c73-4246-463f-acdb-8acc5b349dee,en,Where should I be tested ?
2020-03-21T08:56:32.475Z,fb39a023-b0bc-4271-994a-5b6c60a6daa8,fr,Est t il safe de prendre des médicaments t elle que mezavant ou salofak
2020-03-21T09:10:27.241Z,7b743f72-9dea-4951-908a-24e873d76a34,en,What are the symptoms of COVID-19?
2020-03-21T11:51:21.22Z,5b925b2f-4861-464c-837c-d8656bedfdcc,en,How long before we are healed 
2020-03-21T10:59:53.437Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,"j'ai un rhume, j'ai peur de me présenter dans une clinqiue"
2020-03-21T12:08:35.332Z,a4c13d0e-cdbc-48a8-b24a-7135ec3ed285,en,"J'ai eu des symptômes en février avec un peu de difficultés à respirer une fois couchée seulement, faible toux, fièvre, courbatures et amygdales super enflées, et grande fatigue 7 à 10 jours de retour à la normale."
2020-03-21T09:58:36.661Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,en,How do I treat coronavirus?
2020-03-21T09:58:36.672Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,en,Is it safe to travel to chicago?
2020-03-21T11:47:19.395Z,366a31ab-98bf-4466-b9f3-7b499ac6d75c,en,How many asymptomatic people are there likely to be?
2020-03-21T10:59:53.337Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,suis-je a risque de perdre mon emploi
2020-03-21T09:30:09.362Z,49614d98-6864-472f-9cce-e748b0dbfb90,fr,"Avons-nous une idée dans combien de temps les lieux publics/privés (ex: gyms de Crossfit, magasins) réouvriront? Avec précautions et directives bien sûr. "
2020-03-21T09:58:36.66Z,cd7d48a5-e664-4b53-bfc4-0135570a8865,en,When will it be ok to go outside?
2020-03-21T09:22:36.563Z,507092f6-fee4-47e3-89a1-39c932ac23ae,en,age wise statistics for covid-19
2020-03-21T02:07:43.819Z,db5a20f9-6ce4-4c89-9833-f4fa5bb70b98,en,Does temperature has any effect on the virus
2020-03-21T10:37:53.125Z,f689b98c-29f7-4a44-8b62-3b69231c8ca5,fr,Est-ce que nous sommes en période de transmission communautaire?
2020-03-21T09:31:04.859Z,d66fdac6-939a-4737-a37c-69851ecf623a,fr,"Si j’ai une maladie pulmonaire et que je suis infectée par le covid-19, il va s’écouler combien de temps avant de mourir?"
2020-03-21T10:36:23.684Z,f689b98c-29f7-4a44-8b62-3b69231c8ca5,fr,Quoi faire si je tousse
2020-03-21T08:52:33.554Z,04227e51-dd74-4104-9b40-f1be16f97eea,en,How long will it take to develop a vaccine ? 
2020-03-21T09:45:35.478Z,fdb9ea21-a2c4-4562-b182-b28ff01f256b,en,How do I know when to get tested?
2020-03-21T12:03:39.463Z,0d1368ad-6269-497a-92be-bef48c314dcd,en,Are research fundings going to be cut as a result of the virus?
2020-03-21T11:05:06.001Z,3e49cb8e-c3da-4192-ac69-85ac0b50cfe0,fr,Pourquoi je ne peux pas faire de télétravail dans le domaine de la santé 
2020-03-21T10:52:23.4Z,90f34527-81fa-437a-820d-4200855973a6,en,Qu'arrivera t'il de mon emploi?
2020-03-21T10:59:53.385Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,j'ai besoin d'aide je crois
2020-03-21T10:59:53.446Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,"j'ai une gastro, j'ai peur de me présenter dans une clinnique"
2020-03-21T12:40:08.923Z,17a0efa7-9250-48eb-8b2e-32ea3f85abaf,en,"Must the fever-symptom related to COVID-19 be a continuous fever, or is it possible that the fever is short-lived?"
2020-03-21T11:38:28.685Z,4928dcc7-affb-4651-8082-051e4f9fe269,fr,"Est-ce que le covid 19, qui semble etre comparer a une pneumonie"
2020-03-21T10:59:53.411Z,aaa45fa5-962e-4ee1-bcef-cceb93070aa0,fr,comment obtenir de l'info pour le depistage
2020-03-21T14:17:50.653Z,a3b6c189-79f6-4af2-af92-db67168e987b,en,I have Hashimoto's hypothyroiditis. Am I more at risk? I also had a PE due to Fv-leiden and oral contraceptives in 2001...what do you recommend I do?
2020-03-21T14:03:01.217Z,97204b2c-e758-4ddd-a307-9993c294fd3f,en,Test 
2020-03-21T16:15:49.232Z,3eb07cc6-e9a7-40d0-9609-553a07823637,en,Is there a cure for corona virus?
2020-03-21T13:07:20.011Z,a9087615-d23d-475f-8d82-2988881cefe9,en,Lp test 
2020-03-21T16:15:49.306Z,3eb07cc6-e9a7-40d0-9609-553a07823637,en,Are young people susceptible to corona virus?
2020-03-21T14:39:38.156Z,82bb15fa-39f0-4203-9de0-654e2355eb6c,fr,Je tousse depuis 5 jours. Est-ce que je devrais aller à l'urgence?
2020-03-21T12:08:45.254Z,b43c1b22-205c-4b49-805f-3b8c0cc3e588,fr,Y a-t-il des dangers pour les femmes enceintes ?
2020-03-21T13:40:33.053Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Est ce que de mettre un masque me protège bien du virus? 
2020-03-21T15:54:28.923Z,c2a02e70-8aeb-47c0-b026-83d46e30c457,fr,Est ce que le Coronavirus part au lavage ? 
2020-03-21T16:32:30.495Z,51ca9f71-017c-41b1-af5e-1de3f19883fe,fr,Est-ce que la transmission communautaire est débuté?
2020-03-21T16:15:49.262Z,3eb07cc6-e9a7-40d0-9609-553a07823637,en,How do I know if I have been infected?
2020-03-21T15:51:43.742Z,ea3021bb-0785-4fdd-a2af-95ae20568b5c,fr,Que dois-je faire si je présente des symptômes du COVID-19 ?
2020-03-21T13:22:06.785Z,018327a0-2672-447f-aa15-5168dbde9c1c,fr,"Après 14 jours de confinement, puis-je retourner au travail si je n'ai pas de symptômes?"
2020-03-21T12:34:36.617Z,57443797-c060-462d-9b47-35a3fbfbcbd7,fr,"Bonjour, puis je me réunir avec des amis ?"
2020-03-21T13:15:29.882Z,00e8ad36-3dc4-4908-98bb-c348d51ec7e3,en,How does COVID-19 affect asymptomatic people's lungs? 
2020-03-21T16:24:13.235Z,95b95e68-cea1-456f-9120-aefd7834c5e1,en,What about the researches with respect to treatment of COVID-19
2020-03-21T17:35:54.099Z,d8f93e1c-180c-44c8-8c27-7ebeeceda751,fr,Avez-vous des informaticiens sur COVID-19
2020-03-21T12:36:05.643Z,c6054612-f7c4-4d46-accb-c3f88d514a6d,fr,Est-ce que on peut être malade mais ne pas présenter de symptômes?
2020-03-21T15:51:43.605Z,ea3021bb-0785-4fdd-a2af-95ae20568b5c,fr,Combien de gens sont infectés au Canada ?
2020-03-21T15:54:28.812Z,c2a02e70-8aeb-47c0-b026-83d46e30c457,fr,Quelles sont les symptômes du covid ? 
2020-03-21T12:45:44.068Z,9de3aa0d-6b7c-45b9-bf20-9ff9fe36a6a6,fr,Est ce que le covoiturage est à éviter en cette période de pandémie 
2020-03-21T13:49:03.253Z,f05dff01-c140-4b69-bc67-80f491f3ae07,fr,Combien de temps le virus survie t'il hors du corps?
2020-03-21T14:14:42.311Z,a4c13d0e-cdbc-48a8-b24a-7135ec3ed285,en,Le coronavirus survit-il quand une personne contaminée meurt ?
2020-03-21T15:51:43.68Z,ea3021bb-0785-4fdd-a2af-95ae20568b5c,fr,Quels sont les symptômes du COVID-19 ?
2020-03-21T14:45:32.533Z,83b1fc46-dfa3-40a5-a728-a0cd08cb003a,fr,"J'ai des écoulements nasaux, est-ce que je devrais me faire tester pour le covid?"
2020-03-21T15:03:36.95Z,0c3f8668-cc95-49c7-b6db-8c9d7e33f78c,en,Test 
2020-03-21T16:15:49.22Z,3eb07cc6-e9a7-40d0-9609-553a07823637,en,What's corona virus?
2020-03-21T12:22:22.697Z,62c1cd74-c04c-4f5c-a743-91d58d410e34,en,Hi
2020-03-21T16:41:57.517Z,8c2be3c5-7e39-4cb6-ae74-5c0aff539ab4,de,What are the Symptome 
2020-03-21T16:18:43.569Z,c8b7b2a5-a411-4c8a-809b-e376fbef8328,fr,"Mon nez coule, dois-je m'inquiéter?"
2020-03-21T14:39:38.158Z,82bb15fa-39f0-4203-9de0-654e2355eb6c,fr,"Si je suis en isolement depuis 10 jours et que mes parents aussi, est-ce qu'on devrait se visiter?"
2020-03-21T12:53:58.382Z,66c7bd79-e62c-428a-adac-f69fb087691c,en,what is going to happen to us?
2020-03-21T15:39:48.616Z,a6c45235-f509-43c1-9f45-dde1ef257c7d,fr,Combien de morts aujourd’hui dans le monde?
2020-03-21T15:21:13.73Z,9d9d9bac-8687-4951-b247-5822a98869f0,fr,Quels sont les symptômes du Covid-19 ?
2020-03-21T12:45:44.085Z,9de3aa0d-6b7c-45b9-bf20-9ff9fe36a6a6,fr,La femme enceinte est elle considérée plus à risque ?
2020-03-21T14:00:29.15Z,0ca32b20-b512-414f-b84c-5f966c4cb042,en,Comment puis-je me faire tester?
2020-03-21T16:15:49.283Z,3eb07cc6-e9a7-40d0-9609-553a07823637,en,Should I go to the ER or my physician directly if I'm infected?
2020-03-21T16:36:51.5Z,6147e278-3c26-40e4-a016-b18f494c03a3,en,what are the symptoms of covid-19 by day of infection?
2020-03-21T15:45:37.156Z,149bd5f4-019c-4141-9c95-84d4f10bc2f8,en,How long does the virus remain on a surface?
2020-03-21T16:35:48.448Z,461b0490-15e2-4780-a3cf-cc24c5029b2b,en,Can you catch covid 19 after having had it before 
2020-03-21T15:15:40.593Z,7ff9c658-7ae1-4e9c-941e-80187cb1c7f0,en,what is coronavirus
2020-03-21T13:39:24.723Z,0c3f8668-cc95-49c7-b6db-8c9d7e33f78c,en,Testing 
2020-03-21T15:54:28.836Z,c2a02e70-8aeb-47c0-b026-83d46e30c457,fr,Combien de personnes sont infectés à Montréal ? 
2020-03-21T15:48:29.999Z,291fcd60-0f53-4d6a-bff3-086b6f753267,en,What are the coronavirus symptoms?
2020-03-21T16:23:07.712Z,254f9eaa-2899-4a93-81db-fa92da868c6d,en,Combien de cas prévoyons nous avoir d’ici 1mois
2020-03-21T13:34:43.669Z,16c1484f-fcfa-4d3f-979a-d4b728b69bd0,en,What should i do if i am short of breath?
2020-03-21T15:22:57.414Z,9b1c0bfc-6f52-47df-bed9-cc5a7d292d07,fr,Combien de temps dure un rhume normalement ?
2020-03-21T14:21:13.526Z,4e4447a0-86d9-4c54-9d5b-f956e1cf705f,fr,Est-ce qu'il existe actuellement un médicament efficace contre le Covid-19?
2020-03-21T16:23:07.705Z,254f9eaa-2899-4a93-81db-fa92da868c6d,en,Es ce facile de se faire tester si nous avons les symptômes
2020-03-21T14:38:01.481Z,9a8f9c74-c96a-414b-9bf8-21fd5f6ddc09,fr,Prendre une marche avec une autre personne c'est risqué?
2020-03-21T17:54:32.891Z,e912766a-3a24-4c7c-8520-f1552b2b8982,fr,Est ce que je peux aller porter de la nourriture à une personne en quarantaine?
2020-03-21T14:03:01.199Z,97204b2c-e758-4ddd-a307-9993c294fd3f,en,Test 
2020-03-21T13:22:06.641Z,018327a0-2672-447f-aa15-5168dbde9c1c,fr,Quels sont les critères qui vous permettront de lever l'état d'urgence sanitaire et les consignes de confinement?
2020-03-21T17:04:45.152Z,b46310b5-5877-465c-bd0f-67bad5b70f3a,pt,O que é o covid19 ?
2020-03-21T12:53:58.397Z,66c7bd79-e62c-428a-adac-f69fb087691c,en,when will the pandemic end?
2020-03-21T13:40:32.963Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,"Je tousse un peu, est ce que je doit me faire tester au covid 19 ? "
2020-03-21T12:34:57.216Z,39f06664-ce29-4156-b875-799c5ccb406d,en,Test
2020-03-21T14:32:23.113Z,3759c119-2722-46b9-b513-acbdcc5e6e95,en,My throat seems to burn a little. Should i be worried ?
2020-03-21T14:38:01.608Z,9a8f9c74-c96a-414b-9bf8-21fd5f6ddc09,fr,"Combien de temps le virus reste sur les surfaces, les vêtements ou les aliments?"
2020-03-21T16:16:36.573Z,bae585c4-38e7-4e93-ac5b-52b2d03ae34b,fr,"Ma conjointe travaille dans un commerce essentiel et est en contact avec plein de gens dont on ne peut pas savoir s'ils sont à risque de propagation ou pas.  Je suis à la maison et je ne sors pas depuis 1 semaine.  Si j'ai des symptômes de rhume sans fièvre, devrais-je m'inquiéter?"
2020-03-21T16:38:20.457Z,d2bf053f-2512-4f30-aab6-cf74894dc3c2,it,Is the Asymptomatic Carrier a temporary status? 
2020-03-21T23:34:33.238Z,a26511f8-07a7-4e76-a246-c4c22f5f7f04,fr,Non
2020-03-21T13:40:32.902Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Qui est plus à risque de mourir du virus ? 
2020-03-21T15:48:30.015Z,291fcd60-0f53-4d6a-bff3-086b6f753267,en,Is it OK I go out for a walk alone?
2020-03-21T12:53:58.418Z,66c7bd79-e62c-428a-adac-f69fb087691c,en,will governments learn from this?
2020-03-21T16:03:27.615Z,1ec981b1-26fc-4ae7-a416-a8c4bc026179,en,I am coughing so you think I have Coronavirus?
2020-03-21T14:00:29.163Z,0ca32b20-b512-414f-b84c-5f966c4cb042,en,Mon enfant est malade et a le
2020-03-21T12:36:25.104Z,e186f383-beae-4595-a721-f9bd8c2f0a00,fr,"Comme tierce personne en contacte avec une personne en quarantaine revenant de voyage mais ne présentant pas de symptômes, dois-je me placer en quarantaine?  Et pour quelle période?"
2020-03-21T13:40:32.931Z,7d2fbe6e-02f8-471d-82eb-5eda2cbd4ddb,fr,Est ce que je peux visiter ma famille ? 
