timestamp_est,anonymous_id,language,question
2020-03-22 08:54:59.158,09ea9cbe-be24-43b2-ba02-ba3b145b7413,fr,Quelle est la durée de propagation
2020-03-22 14:16:09.028,f1ffa500-daae-4ddf-8fc7-ca67e1e292e8,fr,Comment se faire dépister ?
2020-03-23 13:10:54.162,c25acb81-1f1a-4f2e-ae29-9216bbd03c22,fr,Will the heat of the summer help fighting the virus?
2020-03-22 12:58:33.854,211b6c7a-456e-426e-8038-bb9472654b15,fr,"Si j’ai eu le virus, mais je ne n’ai pas eu de symptômes, est-ce que je suis toujours porteuse?"
2020-03-22 08:33:41.904,645b0a55-5bae-4284-be2d-58ae9d4a010a,fr,Devrais-je faire obligatoirement du télé-travail?
2020-03-22 14:05:11.945,fac90da1-ea4a-42ff-946b-1bf9ba40b736,fr,Est-ce que le savon liquide est mieux que le savon en pain pour se prémunir?
2020-03-22 18:34:24.491,b3c7a043-47b3-4814-abf3-f991ac9bfad8,fr,Quels sont les symptômes du Covid ?
2020-03-22 09:45:57.944,90055b1e-cd4c-43aa-8914-1b8b2a531841,fr,Do we see a future where this virus won't be such a threat anymore? 
2020-03-21 22:13:06.851,25c411a9-867c-4be5-b680-49802031661e,fr,Est-ce que le coronavirus est un nouvau virus?
2020-03-22 15:43:24.808,f41248e7-8af0-405d-9c06-7fcafaa5a8bb,fr,"Si mon conjoint revient de voyage et se mets en quarantaine pendant 14 jours, dois-je faire pareil ?"
2020-03-23 16:10:35.468,e51ed7ba-17da-4694-8b9c-1c5e14349d05,fr,Le virus peut-il se déposer sur des vêtements ?
2020-03-21 17:22:52.411,4eefdc31-82d8-4dc8-9d1d-e8a4071487b9,fr,combien de temps faut il avant d'avoir les symptomes?
2020-03-22 16:53:34.744,766e8a63-b4bf-4c18-9d61-19eaa16ae511,fr,Est-ce que les enfants peuvent attrapé le covid19 ?
2020-03-23 17:27:35.466,9d9a6c0f-5138-4d85-8b41-7f9239c14bb4,es,Do the virus stay in air?
2020-03-22 14:19:30.921,809dfb49-774c-4e31-870f-765e4174483d,fr,Est ce que je dois laver mon épicerie et mes commissions une fois à la maison?
2020-03-23 18:00:31.595,0d18a3bf-7e72-4ab9-aa74-25dcfbfabc29,fr,Si tu as déjà attrapé le corina virus et tu t’en ai sorti est ce que tu es immunisé ?
2020-03-23 22:20:55.737,827529db-ae11-4bfd-98ae-81db20bd56d6,fr,Bonjour nous avons passer le teste pour le cov19 ont est deux adulte 4enfants ont a eu les résultats pour tous sauf ma fille de deux ans ses elle qui a le plus de simptome sa fait deux jour que l ont attend es que sa veut dire que sont teste est positif 
2020-03-23 02:15:25.361,045ba4f2-6415-4171-a190-db2be81bc4ac,fr,Que dois-je faire si je développe des symptomes relatifs au covid-19 lors d'un voyage hors du Canada?
2020-03-22 19:56:49.298,65a9fc24-f4eb-41cc-af88-da4be92f7d0a,fr,Faut il désinfecter les aliments ? 
2020-03-22 14:08:56.508,b73ecca7-48b1-4f59-83e0-da8664a43f01,fr,Comment distinguer le virus de la grippe au Covid-19
2020-03-21 23:34:33.27,a26511f8-07a7-4e76-a246-c4c22f5f7f04,fr,Non
2020-03-23 16:53:39.883,2a10e0ce-a35a-46a4-8ce7-2b24d8078e1d,fr,Est-ce que les personnes asthmatiques sont plus à risques d'être fortement malades si elles contractent le COVID-19? 
2020-03-22 15:47:08.308,d16ce4b1-fef7-4661-9fa6-0f8c2ebcec84,fr,"Combien de temps le virus demeure sur les surfaces, comme les comptoirs etc?"
2020-03-23 13:43:11.153,ccc78c8c-c526-4488-9802-eef4e8b0e62f,fr,Est-ce que je dois laver mon manteau d’hiver et mes mitaines ?
2020-03-21 22:13:06.744,25c411a9-867c-4be5-b680-49802031661e,fr,Est-ce que je peux transmettre le virus même si je n’ai pas de symptômes?
2020-03-21 22:17:16.454,ff3b676a-bd5b-4919-9ec0-4f40e12ee5fb,fr,Comment peut-on contracter le covid19?
2020-03-22 14:48:33.907,239c32e7-14ff-47a4-a868-f4c5e0f3ffcf,fr,Est-ce que le printemps réduira la transmission?
2020-03-23 05:30:04.724,d46d22ae-35bb-42f7-a712-ec587b1ef363,fi,what are the symptoms
2020-03-21 15:54:28.892,c2a02e70-8aeb-47c0-b026-83d46e30c457,fr,Combien de temps le Coronavirus reste il sur les habits ? 
2020-03-23 17:57:50.403,af6de45e-e016-41ef-9099-55adac386524,fr,Si j'ai des symptômes du covid19 est ce que ma famille doit être en quarantaine si eux n'ont pas de symptômes?
2020-03-23 16:53:39.864,2a10e0ce-a35a-46a4-8ce7-2b24d8078e1d,fr,Pourquoi la SAQ reste ouverte? 
2020-03-22 08:28:12.635,a64ddd7c-e414-40c2-bb01-7d793508f142,fr,Comment attrape t-on le Covid-19?
2020-03-23 09:12:10.589,3800c058-ccd6-4154-be5f-4efcf6d73ac1,fr,Est-ce vraiment une sécurité d'avoir un masque?
2020-03-23 05:28:46.341,d01635c9-e732-4ea4-a721-a4e4dd447617,en,what are the syptoms?
2020-03-21 17:54:32.992,e912766a-3a24-4c7c-8520-f1552b2b8982,fr,Y a t il un vaccin contre le COVID? 
2020-03-21 22:13:06.74,25c411a9-867c-4be5-b680-49802031661e,fr,Je suis en isolement parce que je suis de retour de France. Est-ce que ma famille doit aussi être en isolement?
2020-03-23 09:32:26.73,a2ccf036-a104-481c-9794-54ab053abc76,fr,qu'est-ce que c'est la COVID-19?
2020-03-22 19:19:53.119,151e67dc-d1fe-4095-913c-536ebb347640,fr,Combien de temps le covid-19 survit-il?
2020-03-22 13:11:45.572,58b49517-abdc-4c17-9398-0359753a23ec,ko,How many infected person in south korea?
2020-03-22 18:12:15.188,95a344d0-0b90-4d40-bcec-ff414c0011bb,pl,What is the incubation time of the virus?
2020-03-22 13:41:43.827,283caf34-28a4-40d1-8e39-344b1843cd33,en,Why Germany has a low death rate?
2020-03-23 17:41:57.381,59892320-b816-4c22-9909-763767f909fb,fr,Est-ce que le virus peut être contracté à nouveau après guérison?
2020-03-22 22:05:10.531,f141c0eb-f1b2-478d-8019-2b5c49e3810d,fr,"Je fais de la fièvre, de la toux et le nez me coule. Suis-je malade?"
2020-03-22 10:48:17.478,369aaaf4-82db-4e01-85dd-da912c45fa1f,en,I have cough. Does that mean I might be infected?
2020-03-21 20:56:54.137,a0147f27-050a-456f-9d52-8f4b317ba678,zh,how is going
2020-03-22 11:54:26.169,6173618c-7291-45d0-8b5c-ca71a8e2e4ff,en,Can the Covid survive in the air?
2020-03-24 00:16:32.216,04d8887f-99ab-4148-a615-cfc89f9917e0,en,Does covid-19 test anonymous?
2020-03-22 13:33:58.806,1fc3566f-0b50-4b55-a2a6-8448e5fb5d15,en,What kind of medication can I take if I have the virus ?
2020-03-21 17:41:30.343,a450d496-8c9b-497f-b19e-b5371abac3f6,en,Will Covid19 go away like the 1918 influenza and SARS did
2020-03-23 15:07:45.759,253f115d-8fe4-4782-aae2-c247d6da2032,en,Are there still flights within Canada?
2020-03-22 20:13:24.079,34229f94-139e-48cd-9294-8b8fcd85ba2a,fr,Pouvons-nous nous tester nous-mêmes pour éviter les contagions et désengorger le système?
2020-03-22 13:27:59.007,c5de5397-fae3-40ce-9ef8-ff4051bb7aa3,en,Is there a vaccine for corona virus?
2020-03-23 18:18:30.984,f063f81f-6e9e-4de5-a3c2-b1a66b650b9b,fr,Que dois-je faire si je pense avoir attraper le virus ?
2020-03-23 08:39:03.657,a8fa7e15-fbf8-43af-a51b-25eed2df3ba4,fr,Mon conjoint et moi n'habitons pas ensemble. Serait-il préférable de ne pas ce voir durant cette crise ? Il travaille dans une épicerie en contact possible avec des gens.
2020-03-21 11:25:45.451,243ce221-7ad9-4421-9c34-f078bb5f4461,fr,Quels sont les premiers symptômes à apparaître? 
2020-03-22 12:56:24.611,4d7292f3-a3d9-4c92-b099-1136c768c50c,fr," Bonjour,"
2020-03-21 15:04:51.449,0c3f8668-cc95-49c7-b6db-8c9d7e33f78c,en,Test 
2020-03-23 19:35:54.92,ce581c61-3f83-44f2-8244-7deb7c8c59ae,fr,Que puis-je faire pour prévenir la contamination 
2020-03-22 15:28:31.066,122716d6-86b0-4ba5-ab11-6a3d72e3d6f1,fr,"Mon conjoint est un cas confirmé, est-ce que je dois appeler immédiatement le 1"
2020-03-22 22:40:23.742,61ed585a-07b9-4f34-b63a-3b94aa93e941,fr,"J’ai une toux, comment je peux faire"
2020-03-23 04:52:23.213,40af037e-f13f-4db3-85cc-3985a144d597,en,I have fever what I should do
2020-03-21 21:37:13.343,3b9bc929-27fa-40df-ae67-e24ad9a547b6,en,Does a throat feel itchy or really sore and a symptom 
2020-03-23 14:49:34.638,18155d9d-7e8f-44b8-bfe1-75537af60573,fr,J'ai eu mal à la t^te et de la diarrhée la semaine dernière.  J'avais été en contact avec des personnes revenant de voyage le 9 mars. Devrais-je me faire tester.
2020-03-23 09:19:32.029,5e6eb356-0de6-4e9b-888c-978692b94fb0,en,Precautions to measure? 
2020-03-21 17:54:32.97,e912766a-3a24-4c7c-8520-f1552b2b8982,fr,"Je suis enceinte, est ce que j’ai plus de risque? "
2020-03-21 15:39:48.616,a6c45235-f509-43c1-9f45-dde1ef257c7d,fr,Combien de morts aujourd’hui dans le monde?
2020-03-23 09:39:09.022,0e2a96bf-9fb4-4ad5-a31d-845f057cb061,fr,est-ce que c'est mortel?
2020-03-22 23:49:35.563,678edca8-3f89-429b-8dd8-9f29585addcc,fr,Quelle est la capacité de notre système de santé en nombre de cas qu’il peut prendre en charge en même temps?
2020-03-21 15:54:28.923,c2a02e70-8aeb-47c0-b026-83d46e30c457,fr,Est ce que le Coronavirus part au lavage ? 
2020-03-22 10:03:24.838,9f3d1a05-3285-4ef3-bf4d-41fd8c0dbaf5,fr,"Après avoir contracté la COVID-19 et s’être rétabli, Est-ce toujours possible de contaminer d’autres personnes?"
2020-03-23 17:00:34.706,eb2e1204-e195-4149-acd8-f717654e9c22,en,How many confirmed cases in Ontario now?
2020-03-22 09:50:59.627,4508c214-cc94-4d85-9e93-ac1c77bac593,en,"If I’m sneezing, should I get tested for corona virus?"
2020-03-22 14:51:49.224,9943a63e-5fbb-4bfb-bcbf-a1ea626cddde,en,Are we going to have trouble buying milk? 
2020-03-23 08:28:28.928,9db5e060-f3c1-418c-a30f-e67f18eb2ed9,en,What is Covid19
2020-03-22 14:26:11.921,5676ef6b-e1c8-4abd-b50e-55644265685f,en,Is headache a symptom of this pandemic? 
2020-03-22 16:35:09.752,5fe80ccf-70ce-4878-a21a-a702be2078c6,fr,pourquoi  les gens qui présentent les symptômes sans avoir quitter le Québec ne sont pas testés rapidement? 
2020-03-22 15:44:19.771,d98fbff4-0e69-43b1-8546-9b8e2d2dc282,fr,Qu'est-ce que lauto isolement?
2020-03-23 14:27:32.816,49e1266b-0997-4cde-88c5-8e221e0d1ffe,fr,Où puis-je appeler si je présente des symptômes?
2020-03-22 12:07:12.342,59a2603a-03eb-4f8f-8422-6fc6eaedbce0,en,How much longer will society need to socially isolate?
2020-03-23 12:21:21.28,b0d51d1d-1f85-479d-834b-14595a4dccbe,en,J'habite dans un quartier densément peuplé et il y a beaucoup de gens des autres arrondissements qui y viennent pour faire leurs achats depuis la fermeture des centres commerciaux. Je pensais que c'était interdit de se déplacer d'un quartier à l'autre. Quel instance dois-je contacter : la municipalité ou le gouvernement ?
2020-03-23 12:27:40.625,07963047-657d-47be-8666-df2b820d01eb,fr,Qu'est-ce que la covid-19?
2020-03-22 17:08:23.929,fbe0d280-9d4b-4180-97f6-4165f7b7447e,fr,Quels sont les symptomes
2020-03-21 14:06:54.33,637d0a33-e8a2-496d-bbd4-8ad2e93246ad,fr,Est-ce que mes enfants peuvent fréquenter d'autres enfants ?
